StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q21,Q64_1,Q64_2,Q64_3,Q81_3,Q83_7,Q58_1,Q61_1,Q65_1,Q68_1,Q33_4,Q34_3,Q35_3,Q36_3,Q37_3,Q38_3,Q39_3,Q40_3,Q41_3,Q42_3,Q43_3,Q44_3,Q45_3,Q70_4,Q73_4,Q72_4,Q86_1,Q88_1,Q87_1,Q91_1,Q89_1,Q90_1,Q92_1,Q93_1,Q94_1,Q95_1,Q96_1,Q97_1,Q98_1,Q37_1,Q38_1,Q39_1,Q40_1,Q41_1,Q43_1,Q44_1,Q45_1,Q46_1,Q47_1,Q48_1,Q49_1,Q50_1,Q51_1,Q53_1,Q42_1,Q54_1,Q55_1,Q52_1,Q133,Q134,Q64_3 - Sentiment,Q64_3 - Sentiment Score,Q64_3 - Sentiment Polarity,Q64_3 - Topics,Q64_3 - Parent Topics
2019-12-07 06:31:20,2019-12-07 06:56:01,IP Address,73.236.40.189,100,1480,True,2019-12-07 06:56:01,R_ZvFbxf4TwKAurRf,,,,,41.0265960693359375,-80.34980010986328125,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A1V2H0UF94ATWY,English,n/a,7,1,7,1,7,2,7,1,1,1,7,1,4,1,7,3,3,1,7,7,1,1,7,1,7,1,5,7,7,4,5,6,7,7,5,2,7,7,7,7,7,7,7,7,7,2,7,7,7,1,1,2,1,7,"Couple of questions could be interpreted differently depending on mindset, but overall the task seemed fairly straightforward.",no,,,,Unknown,
2019-12-07 06:32:10,2019-12-07 06:56:03,IP Address,45.29.235.141,100,1433,True,2019-12-07 06:56:04,R_2fRchChDqhnpJBL,,,,,36.8321075439453125,-119.8249969482421875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A1GCTKOPKUTW3G,English,None,7,1,7,1,6,2,7,5,6,1,7,7,6,1,7,7,6,1,7,7,6,1,7,1,6,1,3,7,7,7,4,6,7,7,3,7,5,7,7,7,7,7,7,7,7,4,7,7,7,2,1,3,1,5,No it wasn't difficult because most of the questions and answers were straightforward and only had one possible answer.,,,,,Unknown,
2019-12-07 06:29:17,2019-12-07 06:56:06,IP Address,73.194.199.39,100,1609,True,2019-12-07 06:56:07,R_2BwzrB0GxHJ7cMc,,,,,39.757598876953125,-74.249603271484375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A3L0DCUXI7X3A9,English,none,7,1,6,1,6,3,7,4,3,1,7,3,3,1,7,4,3,1,7,4,3,1,7,1,6,3,2,6,7,6,4,6,6,7,3,5,6,7,7,7,7,6,7,7,7,5,7,7,7,1,1,4,1,5,Some of the questions that gave only partial answers were difficult because I needed to score them somewhere in the middle.,no problems,,,,Unknown,
2019-12-07 06:32:39,2019-12-07 06:57:44,IP Address,99.72.29.163,100,1505,True,2019-12-07 06:57:45,R_D74EQvGeAcys8iB,,,,,30.5088958740234375,-97.67960357666015625,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A23OR0D1FCUVMM,English,None,7,1,7,1,6,2,7,1,4,1,7,1,3,1,7,2,4,1,6,2,3,1,7,1,2,1,3,7,7,7,3,6,4,7,3,3,7,7,7,7,7,6,7,6,7,7,7,7,7,1,1,2,1,7,Not difficult at all but I found that some answers I gave varied due to exigency of the situation such as the fire department evacuation. Answering one location was not good enough when there were actually 3 locations of people in an emergency situation.,No,,,,Unknown,
2019-12-07 06:37:22,2019-12-07 06:59:30,IP Address,24.167.162.47,100,1327,True,2019-12-07 06:59:30,R_2EcKE4CwePWMFKi,,,,,36.021697998046875,-79.78389739990234375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A19WXS1CLVLEEX,English,none,7,1,7,1,7,2,7,2,3,1,7,2,2,1,7,2,2,1,7,2,2,1,7,1,5,1,4,6,7,7,4,6,6,7,2,6,7,7,7,7,6,7,7,7,7,2,7,7,7,1,1,4,1,1,It was mostly easy. A few partial answers I had to think about.,no,,,,Unknown,
2019-12-07 06:31:16,2019-12-07 06:59:57,IP Address,108.94.130.166,100,1721,True,2019-12-07 06:59:58,R_vq0w059kj1XaNvr,,,,,41.4452972412109375,-81.6990966796875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A333STM8M95GJX,English,N/A,7,1,7,1,7,1,7,1,2,1,7,1,2,1,7,1,3,1,7,1,2,1,7,1,7,2,1,7,7,7,3,6,7,7,2,6,2,7,7,7,7,7,7,7,7,3,7,7,7,1,1,3,1,4,"No, most of the questions were obviously acceptable or not. ",No,,,,Unknown,
2019-12-07 06:44:16,2019-12-07 07:00:08,IP Address,108.66.4.224,100,952,True,2019-12-07 07:00:09,R_2tJrIL5AXP2YrTe,,,,,37.250701904296875,-121.83599853515625,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A2EKR2ZFO10VMV,English,None,7,1,7,1,7,2,7,5,3,1,7,3,5,1,7,5,5,1,7,4,5,1,7,1,7,5,3,7,7,7,4,6,6,7,4,6,6,7,7,7,7,7,7,7,7,5,7,7,7,1,1,2,1,5,"Some of them were a little ambiguous, but I wouldn't say it's difficult. ","The numbers on the scale kept changing, unsure if that was intentional or a bug.",,,,Unknown,
2019-12-07 06:59:26,2019-12-07 07:02:31,IP Address,64.130.181.82,100,184,True,2019-12-07 07:02:31,R_1GvufNXfI7g3usF,,,,,36.9904022216796875,-85.92389678955078125,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A1NZFJHVJ9CNTO,english,n/a,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,it was very easy,thats it.,,,,Unknown,
2019-12-07 06:29:21,2019-12-07 07:03:08,IP Address,73.215.32.138,100,2026,True,2019-12-07 07:03:08,R_2tzh0uxHuzUzThV,,,,,40.1179962158203125,-74.8054962158203125,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A2MWAXV1YRK5GH,English,none,7,1,7,1,7,6,7,1,1,1,7,1,2,1,7,1,2,1,7,1,1,1,7,1,7,1,1,7,7,7,2,6,7,7,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,"Not difficult, the stories were easy to understand and most of the answers were either acceptable or unacceptable.",I'm a Rutgers alum! I love to help out with research for Rutgers!,,,,Unknown,
2019-12-07 06:39:39,2019-12-07 07:03:24,IP Address,24.127.94.39,100,1425,True,2019-12-07 07:03:24,R_23ZVeJlSCgJoV1l,,,,,42.645599365234375,-83.35630035400390625,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,AZNIEFUIVB2H0,English,none,7,1,7,1,6,2,7,2,4,1,7,2,5,1,7,4,4,1,7,5,4,1,7,1,7,1,6,7,7,5,3,6,6,7,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,1,1,1,7,"No, it seem straight forward.",,,,,Unknown,
2019-12-07 06:53:13,2019-12-07 07:05:30,IP Address,98.160.143.159,100,736,True,2019-12-07 07:05:30,R_2aQeoRKcGvRxWL9,,,,,36.1172027587890625,-115.05280303955078125,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,AQORJW4W8U9YU,English,None,3,1,7,1,7,6,7,6,2,1,7,2,2,2,7,1,3,1,7,2,1,6,7,7,7,3,2,6,6,7,5,6,7,7,2,7,6,7,7,7,7,7,7,7,7,6,7,7,7,5,7,2,1,4,"No, I felt it was pretty easy to decipher proper answers for different people of different ages",none,,,,Unknown,
2019-12-07 06:32:19,2019-12-07 07:10:11,IP Address,75.172.175.78,100,2271,True,2019-12-07 07:10:11,R_2CkOqVyyOxkK4zd,,,,,47.717803955078125,-122.299896240234375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A1FVXS8IM5QYO8,English,Welsh,7,1,7,1,7,1,7,4,4,1,7,5,6,1,7,2,4,1,7,2,2,1,7,1,7,3,5,7,7,1,5,6,7,7,2,6,7,7,7,7,7,7,7,7,7,4,7,7,7,1,1,4,1,6,"Some of the questions were a little tricky, because they only gave half an acceptable answer, for example A and B, whereas the complete answer would have been A, B, C, and D. I didn't mark those as totally unacceptable, because it was part of the acceptable answer. Hopefully that makes sense! ",Interesting task,,,,Unknown,
2019-12-07 07:06:04,2019-12-07 07:22:28,IP Address,68.39.111.2,100,983,True,2019-12-07 07:22:28,R_24dxU5GFrrHYqip,,,,,40.0635986328125,-85.6815032958984375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A3N6DWJC7P3HSI,English,Spanish,7,1,7,1,1,7,7,7,5,1,7,7,7,1,7,5,5,1,7,5,4,1,7,1,7,4,5,6,6,7,3,5,5,4,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,5,1,7,It was a little confusing from how it was worded.,No Comments.,,,,Unknown,
2019-12-07 06:41:31,2019-12-07 07:25:28,IP Address,73.106.32.104,100,2637,True,2019-12-07 07:25:29,R_2qdCDfHdrZ9xxaP,,,,,33.7657012939453125,-84.29509735107421875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A3U6IA3JUSFZ2M,english,n/a,7,1,7,1,7,6,7,4,5,3,7,5,4,1,7,5,4,1,7,4,4,7,7,1,7,1,4,7,7,7,3,6,7,7,2,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,5,6,not it was pretty straightforward,,,,,Unknown,
2019-12-07 07:42:44,2019-12-07 07:54:43,IP Address,147.92.105.112,100,718,True,2019-12-07 07:54:43,R_2zkIgdNg04dSqRQ,,,,,42.2196044921875,-83.6045989990234375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A3CQDCNYJAX2X3,English,none,7,1,7,1,7,1,7,2,4,1,7,4,5,1,7,3,3,1,7,2,5,1,7,1,7,2,3,7,7,7,5,6,7,7,5,5,6,7,7,7,7,7,7,7,7,4,7,7,7,1,1,2,1,5,"No, because most of the answers were straightforward",,,,,Unknown,
2019-12-07 07:43:36,2019-12-07 07:55:34,IP Address,107.77.229.101,100,718,True,2019-12-07 07:55:34,R_1dc1a1QRp42imEp,,,,,33.8473968505859375,-118.1157989501953125,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A1EN3FW93BSXQQ,English,n/a,7,1,7,1,7,2,7,5,5,1,7,5,5,1,7,5,5,1,7,5,5,1,7,1,7,4,6,7,7,7,6,6,7,7,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,5,1,7,It was not difficult. It was very easy for me. I was able to determine which answers fit and which didn't.,n/a,,,,Unknown,
2019-12-07 07:26:23,2019-12-07 08:00:06,IP Address,23.119.201.59,100,2023,True,2019-12-07 08:00:06,R_2wtoYvg6l0UaQTB,,,,,32.9073944091796875,-97.42569732666015625,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,A1XVEKS9O73ERE,English,none,7,1,7,1,7,7,7,1,1,1,7,1,2,1,7,7,2,1,7,2,1,1,7,1,7,2,7,7,7,7,3,6,7,7,1,7,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,6,1,7,"a little, some were ambiguously answered and could be acceptable but incomplete",no,,,,Unknown,
2019-12-07 07:45:09,2019-12-07 08:05:28,IP Address,179.52.135.8,100,1219,True,2019-12-07 08:05:29,R_2Sq8o3X6Xc1VLnz,,,,,18.4656982421875,-69.8939971923828125,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,ATP43ZVI1RP0C,english,spanish,5,1,7,1,7,6,7,3,4,1,7,4,6,1,7,3,5,1,7,3,5,1,7,1,7,5,2,7,7,7,5,6,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,6,1,7,it was very easy you just had to read,no,,,,Unknown,
